SN,R1(бу),R2(бу),Height(mm),Water level(mm)
2688,30,0,-94,188.44
2689,30,0,-97,188.44
2690,30,0,-100,188.44
2691,30,0,-103,188.48
2692,30,0,-106,188.6
2693,30,0,-109,188.68
2694,30,0,-112,188.76
2695,30,0,-115,188.84
2696,30,0,-118,188.84
2697,30,0,-121,188.84
2698,30,0,-124,188.92
2699,30,0,-127,188.92
2700,30,0,-130,188.96
2701,30,0,-133,189
2702,30,0,-136,189.04
2703,30,0,-139,189.08
2704,30,0,-142,189.12
2705,30,0,-145,189.16
2706,30,0,-148,189.2
2707,30,0,-151,189.36
2708,30,0,-154,189.4
2709,30,0,-157,189.48
2710,30,0,-160,189.56
2711,30,0,-163,189.68
2712,30,0,-166,189.8
2713,30,0,-169,189.88
2714,30,0,-172,190
2715,30,0,-175,190.12
2716,30,0,-178,190.2
2717,30,0,-181,190.32
2718,30,0,-184,190.4
2719,30,0,-187,190.48
2720,30,0,-190,190.6
2721,30,0,-193,190.68
2722,30,0,-196,190.8
2723,30,0,-199,190.88
2724,30,0,-202,190.96
2725,30,0,-205,191.08
2726,30,0,-208,191.2
2727,30,0,-211,191.28
2728,30,0,-214,191.44
2729,30,0,-217,191.6
2730,30,0,-220,191.72
2731,30,0,-223,191.84
2732,30,0,-226,192.04
2733,30,0,-229,192.2
2734,30,0,-232,192.4
2735,30,0,-235,192.56
2736,30,0,-238,192.76
2737,30,0,-241,192.96
2738,30,0,-244,193.08
2739,30,0,-247,193.28
2740,30,0,-250,193.44
2741,30,0,-253,193.6
2742,30,0,-256,193.8
2743,30,0,-259,193.96
2744,30,0,-262,194.16
2745,30,0,-265,194.32
2746,30,0,-268,194.52
2747,30,0,-271,194.72
2748,30,0,-274,194.88
2749,30,0,-277,195.04
2750,30,0,-280,195.2
2751,30,0,-283,195.32
2752,30,0,-286,195.48
2753,30,0,-289,195.56
2754,30,0,-292,195.72
2755,30,0,-295,195.84
2756,30,0,-298,196
2757,30,0,-301,196.12
2758,30,0,-304,196.24
2759,30,0,-307,196.32
2760,30,0,-310,196.44
2761,30,0,-313,196.56
2762,30,0,-316,196.72
2763,30,0,-319,196.84
2764,30,0,-322,197.04
2765,30,0,-325,197.24
2766,30,0,-328,197.44
2767,30,0,-331,197.6
2768,30,0,-334,197.68
2769,30,0,-337,197.8
2770,30,0,-340,197.92
2771,30,0,-343,198
2772,30,0,-346,198.08
2773,30,0,-349,198.16
2774,30,0,-352,198.24
2775,30,0,-355,198.28
2776,30,20,-25,188.32
2777,30,20,-28,188.28
2778,30,20,-31,188.32
2779,30,20,-34,188.28
2780,30,20,-37,188.32
2781,30,20,-40,188.32
2782,30,20,-43,188.28
2783,30,20,-46,188.32
2784,30,20,-49,188.32
2785,30,20,-52,188.32
2786,30,20,-55,188.32
2787,30,20,-58,188.32
2788,30,20,-61,188.32
2789,30,20,-64,188.32
2790,30,20,-67,188.32
2791,30,20,-70,188.36
2792,30,20,-73,188.36
2793,30,20,-76,188.4
2794,30,20,-79,188.4
2795,30,20,-82,188.4
2796,30,20,-85,188.4
2797,30,20,-88,188.44
2798,30,20,-91,188.44
2799,30,20,-94,188.44
2800,30,20,-97,188.52
2801,30,20,-100,188.56
2802,30,20,-103,188.56
2803,30,20,-106,188.64
2804,30,20,-109,188.64
2805,30,20,-112,188.72
2806,30,20,-115,188.76
2807,30,20,-118,188.8
2808,30,20,-121,188.88
2809,30,20,-124,188.88
2810,30,20,-127,188.92
2811,30,20,-130,189
2812,30,20,-133,189
2813,30,20,-136,189.04
2814,30,20,-139,189.08
2815,30,20,-142,189.12
2816,30,20,-145,189.2
2817,30,20,-148,189.28
2818,30,20,-151,189.36
2819,30,20,-154,189.44
2820,30,20,-157,189.52
2821,30,20,-160,189.64
2822,30,20,-163,189.68
2823,30,20,-166,189.8
2824,30,20,-169,189.88
2825,30,20,-172,189.96
2826,30,20,-175,190.08
2827,30,20,-178,190.2
2828,30,20,-181,190.28
2829,30,20,-184,190.36
2830,30,20,-187,190.44
2831,30,20,-190,190.56
2832,30,20,-193,190.64
2833,30,20,-196,190.76
2834,30,20,-199,190.88
2835,30,20,-202,190.96
2836,30,20,-205,191
2837,30,20,-208,191.2
2838,30,20,-211,191.32
2839,30,20,-214,191.48
2840,30,20,-217,191.6
2841,30,20,-220,191.72
2842,30,20,-223,191.84
2843,30,20,-226,192
2844,30,20,-229,192.2
2845,30,20,-232,192.36
2846,30,20,-235,192.52
2847,30,20,-238,192.72
2848,30,20,-241,192.92
2849,30,20,-244,193.08
2850,30,20,-247,193.24
2851,30,20,-250,193.48
2852,30,20,-253,193.6
2853,30,20,-256,193.8
2854,30,20,-259,193.96
2855,30,20,-262,194.12
2856,30,20,-265,194.28
2857,30,20,-268,194.48
2858,30,20,-271,194.6
2859,30,20,-274,194.8
2860,30,20,-277,194.96
2861,30,20,-280,195.12
2862,30,20,-283,195.24
2863,30,20,-286,195.4
2864,30,20,-289,195.52
2865,30,20,-292,195.64
2866,30,20,-295,195.8
2867,30,20,-298,195.96
2868,30,20,-301,196.08
2869,30,20,-304,196.24
2870,30,20,-307,196.4
2871,30,20,-310,196.56
2872,30,20,-313,196.72
2873,30,20,-316,196.8
2874,30,20,-319,196.96
2875,30,20,-322,197.08
2876,30,20,-325,197.2
2877,30,20,-328,197.32
2878,30,20,-331,197.44
2879,30,20,-334,197.56
2880,30,20,-337,197.64
2881,30,20,-340,197.72
2882,30,20,-343,197.88
2883,30,20,-346,197.96
2884,30,20,-349,198.04
2885,30,20,-352,198.12
2886,30,20,-355,198.16
2887,30,40,-25,188.28
2888,30,40,-28,188.28
2889,30,40,-31,188.28
2890,30,40,-34,188.28
2891,30,40,-37,188.28
2892,30,40,-40,188.24
2893,30,40,-43,188.28
2894,30,40,-46,188.28
2895,30,40,-49,188.28
2896,30,40,-52,188.28
2897,30,40,-55,188.32
2898,30,40,-58,188.28
2899,30,40,-61,188.28
2900,30,40,-64,188.32
2901,30,40,-67,188.32
2902,30,40,-70,188.32
2903,30,40,-73,188.36
2904,30,40,-76,188.36
2905,30,40,-79,188.36
2906,30,40,-82,188.4
2907,30,40,-85,188.44
2908,30,40,-88,188.44
2909,30,40,-91,188.48
2910,30,40,-94,188.52
2911,30,40,-97,188.56
2912,30,40,-100,188.56
2913,30,40,-103,188.6
2914,30,40,-106,188.64
2915,30,40,-109,188.68
2916,30,40,-112,188.72
2917,30,40,-115,188.76
2918,30,40,-118,188.76
2919,30,40,-121,188.84
2920,30,40,-124,188.84
2921,30,40,-127,188.88
2922,30,40,-130,188.96
2923,30,40,-133,189
2924,30,40,-136,189.04
2925,30,40,-139,189.12
2926,30,40,-142,189.16
2927,30,40,-145,189.2
2928,30,40,-148,189.28
2929,30,40,-151,189.36
2930,30,40,-154,189.44
2931,30,40,-157,189.52
2932,30,40,-160,189.6
2933,30,40,-163,189.68
2934,30,40,-166,189.8
2935,30,40,-169,189.84
2936,30,40,-172,189.96
2937,30,40,-175,190
2938,30,40,-178,190.12
2939,30,40,-181,190.2
2940,30,40,-184,190.28
2941,30,40,-187,190.4
2942,30,40,-190,190.52
2943,30,40,-193,190.64
2944,30,40,-196,190.72
2945,30,40,-199,190.8
2946,30,40,-202,190.96
2947,30,40,-205,191.08
2948,30,40,-208,191.24
2949,30,40,-211,191.4
2950,30,40,-214,191.52
2951,30,40,-217,191.68
2952,30,40,-220,191.84
2953,30,40,-223,191.92
2954,30,40,-226,192.12
2955,30,40,-229,192.28
2956,30,40,-232,192.44
2957,30,40,-235,192.6
2958,30,40,-238,192.72
2959,30,40,-241,192.92
2960,30,40,-244,193.08
2961,30,40,-247,193.28
2962,30,40,-250,193.48
2963,30,40,-253,193.64
2964,30,40,-256,193.8
2965,30,40,-259,193.96
2966,30,40,-262,194.12
2967,30,40,-265,194.28
2968,30,40,-268,194.44
2969,30,40,-271,194.6
2970,30,40,-274,194.76
2971,30,40,-277,194.88
2972,30,40,-280,195
2973,30,40,-283,195.2
2974,30,40,-286,195.4
2975,30,40,-289,195.56
2976,30,40,-292,195.76
2977,30,40,-295,195.96
2978,30,40,-298,196.08
2979,30,40,-301,196.2
2980,30,40,-304,196.36
2981,30,40,-307,196.48
2982,30,40,-310,196.6
2983,30,40,-313,196.76
2984,30,40,-316,196.88
2985,30,40,-319,197
2986,30,40,-322,197.08
2987,30,40,-325,197.2
2988,30,40,-328,197.32
2989,30,40,-331,197.36
2990,30,40,-334,197.44
2991,30,40,-337,197.56
2992,30,40,-340,197.6
2993,30,40,-343,197.76
2994,30,40,-346,197.84
2995,30,40,-349,197.92
2996,30,40,-352,198
2997,30,40,-355,198.08
2998,30,60,-25,188.24
2999,30,60,-28,188.32
3000,30,60,-31,188.28
3001,30,60,-34,188.32
3002,30,60,-37,188.28
3003,30,60,-40,188.28
3004,30,60,-43,188.28
3005,30,60,-46,188.28
3006,30,60,-49,188.28
3007,30,60,-52,188.32
3008,30,60,-55,188.28
3009,30,60,-58,188.28
3010,30,60,-61,188.32
3011,30,60,-64,188.32
3012,30,60,-67,188.32
3013,30,60,-70,188.36
3014,30,60,-73,188.36
3015,30,60,-76,188.4
3016,30,60,-79,188.4
3017,30,60,-82,188.4
3018,30,60,-85,188.4
3019,30,60,-88,188.4
3020,30,60,-91,188.48
3021,30,60,-94,188.52
3022,30,60,-97,188.56
3023,30,60,-100,188.52
3024,30,60,-103,188.6
3025,30,60,-106,188.6
3026,30,60,-109,188.64
3027,30,60,-112,188.68
3028,30,60,-115,188.72
3029,30,60,-118,188.72
3030,30,60,-121,188.8
3031,30,60,-124,188.84
3032,30,60,-127,188.84
3033,30,60,-130,188.92
3034,30,60,-133,188.96
3035,30,60,-136,189.04
3036,30,60,-139,189.08
3037,30,60,-142,189.16
3038,30,60,-145,189.2
3039,30,60,-148,189.24
3040,30,60,-151,189.36
3041,30,60,-154,189.44
3042,30,60,-157,189.52
3043,30,60,-160,189.64
3044,30,60,-163,189.68
3045,30,60,-166,189.76
3046,30,60,-169,189.88
3047,30,60,-172,189.92
3048,30,60,-175,190.04
3049,30,60,-178,190.12
3050,30,60,-181,190.2
3051,30,60,-184,190.28
3052,30,60,-187,190.4
3053,30,60,-190,190.52
3054,30,60,-193,190.64
3055,30,60,-196,190.72
3056,30,60,-199,190.84
3057,30,60,-202,191
3058,30,60,-205,191.08
3059,30,60,-208,191.24
3060,30,60,-211,191.4
3061,30,60,-214,191.48
3062,30,60,-217,191.68
3063,30,60,-220,191.76
3064,30,60,-223,191.92
3065,30,60,-226,192.12
3066,30,60,-229,192.24
3067,30,60,-232,192.4
3068,30,60,-235,192.6
3069,30,60,-238,192.68
3070,30,60,-241,192.88
3071,30,60,-244,193.08
3072,30,60,-247,193.28
3073,30,60,-250,193.44
3074,30,60,-253,193.6
3075,30,60,-256,193.76
3076,30,60,-259,193.96
3077,30,60,-262,194.12
3078,30,60,-265,194.28
3079,30,60,-268,194.48
3080,30,60,-271,194.6
3081,30,60,-274,194.72
3082,30,60,-277,194.92
3083,30,60,-280,195.08
3084,30,60,-283,195.24
3085,30,60,-286,195.4
3086,30,60,-289,195.56
3087,30,60,-292,195.72
3088,30,60,-295,195.84
3089,30,60,-298,196
3090,30,60,-301,196.2
3091,30,60,-304,196.32
3092,30,60,-307,196.4
3093,30,60,-310,196.6
3094,30,60,-313,196.72
3095,30,60,-316,196.8
3096,30,60,-319,196.96
3097,30,60,-322,197.08
3098,30,60,-325,197.12
3099,30,60,-328,197.28
3100,30,60,-331,197.36
3101,30,60,-334,197.48
3102,30,60,-337,197.56
3103,30,60,-340,197.64
3104,30,60,-343,197.76
3105,30,60,-346,197.84
3106,30,60,-349,197.92
3107,30,60,-352,198.04
3108,30,60,-355,198.12
3109,35,0,-25,188.24
3110,35,0,-28,188.24
3111,35,0,-31,188.24
3112,35,0,-34,188.28
3113,35,0,-37,188.28
3114,35,0,-40,188.28
3115,35,0,-43,188.28
3116,35,0,-46,188.28
3117,35,0,-49,188.24
3118,35,0,-52,188.28
3119,35,0,-55,188.28
3120,35,0,-58,188.28
3121,35,0,-61,188.28
3122,35,0,-64,188.28
3123,35,0,-67,188.28
3124,35,0,-70,188.28
3125,35,0,-73,188.28
3126,35,0,-76,188.28
3127,35,0,-79,188.28
3128,35,0,-82,188.32
3129,35,0,-85,188.32
3130,35,0,-88,188.32
3131,35,0,-91,188.36
3132,35,0,-94,188.32
3133,35,0,-97,188.36
3134,35,0,-100,188.36
3135,35,0,-103,188.36
3136,35,0,-106,188.4
3137,35,0,-109,188.4
3138,35,0,-112,188.4
3139,35,0,-115,188.4
3140,35,0,-118,188.4
3141,35,0,-121,188.44
3142,35,0,-124,188.48
3143,35,0,-127,188.64
3144,35,0,-130,188.68
3145,35,0,-133,188.72
3146,35,0,-136,188.76
3147,35,0,-139,188.8
3148,35,0,-142,188.84
3149,35,0,-145,188.88
3150,35,0,-148,188.92
3151,35,0,-151,188.96
3152,35,0,-154,189
3153,35,0,-157,189.08
3154,35,0,-160,189.12
3155,35,0,-163,189.16
3156,35,0,-166,189.2
3157,35,0,-169,189.28
3158,35,0,-172,189.4
3159,35,0,-175,189.52
3160,35,0,-178,189.64
3161,35,0,-181,189.76
3162,35,0,-184,189.88
3163,35,0,-187,189.96
3164,35,0,-190,190.08
3165,35,0,-193,190.2
3166,35,0,-196,190.32
3167,35,0,-199,190.4
3168,35,0,-202,190.52
3169,35,0,-205,190.6
3170,35,0,-208,190.72
3171,35,0,-211,190.84
3172,35,0,-214,190.92
3173,35,0,-217,191.04
3174,35,0,-220,191.16
3175,35,0,-223,191.24
3176,35,0,-226,191.4
3177,35,0,-229,191.48
3178,35,0,-232,191.68
3179,35,0,-235,191.84
3180,35,0,-238,192
3181,35,0,-241,192.16
3182,35,0,-244,192.36
3183,35,0,-247,192.52
3184,35,0,-250,192.72
3185,35,0,-253,192.88
3186,35,0,-256,193.04
3187,35,0,-259,193.2
3188,35,0,-262,193.4
3189,35,0,-265,193.6
3190,35,0,-268,193.8
3191,35,0,-271,193.96
3192,35,0,-274,194.16
3193,35,0,-277,194.32
3194,35,0,-280,194.52
3195,35,0,-283,194.68
3196,35,0,-286,194.84
3197,35,0,-289,195
3198,35,0,-292,195.16
3199,35,0,-295,195.28
3200,35,0,-298,195.48
3201,35,0,-301,195.56
3202,35,0,-304,195.68
3203,35,0,-307,195.84
3204,35,0,-310,195.96
3205,35,0,-313,196.08
3206,35,0,-316,196.16
3207,35,0,-319,196.36
3208,35,0,-322,196.48
3209,35,0,-325,196.6
3210,35,0,-328,196.76
3211,35,0,-331,196.96
3212,35,0,-334,197.16
3213,35,0,-337,197.36
3214,35,0,-340,197.48
3215,35,0,-343,197.6
3216,35,0,-346,197.64
3217,35,0,-349,197.8
3218,35,0,-352,197.88
3219,35,0,-355,197.92
3220,35,20,-25,188.28
3221,35,20,-28,188.28
3222,35,20,-31,188.28
3223,35,20,-34,188.28
3224,35,20,-37,188.28
3225,35,20,-40,188.28
3226,35,20,-43,188.28
3227,35,20,-46,188.28
3228,35,20,-49,188.28
3229,35,20,-52,188.28
3230,35,20,-55,188.28
3231,35,20,-58,188.28
3232,35,20,-61,188.28
3233,35,20,-64,188.28
3234,35,20,-67,188.28
3235,35,20,-70,188.28
3236,35,20,-73,188.32
3237,35,20,-76,188.32
3238,35,20,-79,188.32
3239,35,20,-82,188.32
3240,35,20,-85,188.32
3241,35,20,-88,188.32
3242,35,20,-91,188.32
3243,35,20,-94,188.32
3244,35,20,-97,188.36
3245,35,20,-100,188.36
3246,35,20,-103,188.4
3247,35,20,-106,188.36
3248,35,20,-109,188.44
3249,35,20,-112,188.48
3250,35,20,-115,188.52
3251,35,20,-118,188.56
3252,35,20,-121,188.6
3253,35,20,-124,188.6
3254,35,20,-127,188.64
3255,35,20,-130,188.72
3256,35,20,-133,188.72
3257,35,20,-136,188.76
3258,35,20,-139,188.76
3259,35,20,-142,188.88
3260,35,20,-145,188.88
3261,35,20,-148,188.92
3262,35,20,-151,188.92
3263,35,20,-154,189
3264,35,20,-157,189.04
3265,35,20,-160,189.12
3266,35,20,-163,189.16
3267,35,20,-166,189.2
3268,35,20,-169,189.32
3269,35,20,-172,189.44
3270,35,20,-175,189.52
3271,35,20,-178,189.64
3272,35,20,-181,189.72
3273,35,20,-184,189.84
3274,35,20,-187,189.96
3275,35,20,-190,190.04
3276,35,20,-193,190.16
3277,35,20,-196,190.24
3278,35,20,-199,190.36
3279,35,20,-202,190.48
3280,35,20,-205,190.56
3281,35,20,-208,190.68
3282,35,20,-211,190.76
3283,35,20,-214,190.88
3284,35,20,-217,190.96
3285,35,20,-220,191.12
3286,35,20,-223,191.24
3287,35,20,-226,191.44
3288,35,20,-229,191.48
3289,35,20,-232,191.72
3290,35,20,-235,191.8
3291,35,20,-238,191.96
3292,35,20,-241,192.16
3293,35,20,-244,192.28
3294,35,20,-247,192.52
3295,35,20,-250,192.64
3296,35,20,-253,192.84
3297,35,20,-256,193.04
3298,35,20,-259,193.24
3299,35,20,-262,193.4
3300,35,20,-265,193.6
3301,35,20,-268,193.8
3302,35,20,-271,193.92
3303,35,20,-274,194.16
3304,35,20,-277,194.32
3305,35,20,-280,194.52
3306,35,20,-283,194.68
3307,35,20,-286,194.8
3308,35,20,-289,194.96
3309,35,20,-292,195.12
3310,35,20,-295,195.24
3311,35,20,-298,195.4
3312,35,20,-301,195.56
3313,35,20,-304,195.72
3314,35,20,-307,195.88
3315,35,20,-310,196.04
3316,35,20,-313,196.16
3317,35,20,-316,196.36
3318,35,20,-319,196.44
3319,35,20,-322,196.6
3320,35,20,-325,196.76
3321,35,20,-328,196.84
3322,35,20,-331,196.96
3323,35,20,-334,197.08
3324,35,20,-337,197.2
3325,35,20,-340,197.32
3326,35,20,-343,197.44
3327,35,20,-346,197.52
3328,35,20,-349,197.6
3329,35,20,-352,197.72
3330,35,20,-355,197.8
3331,35,40,-25,188.24
3332,35,40,-28,188.24
3333,35,40,-31,188.24
3334,35,40,-34,188.24
3335,35,40,-37,188.28
3336,35,40,-40,188.24
3337,35,40,-43,188.24
3338,35,40,-46,188.28
3339,35,40,-49,188.24
3340,35,40,-52,188.24
3341,35,40,-55,188.24
3342,35,40,-58,188.28
3343,35,40,-61,188.24
3344,35,40,-64,188.24
3345,35,40,-67,188.24
3346,35,40,-70,188.24
3347,35,40,-73,188.28
3348,35,40,-76,188.28
3349,35,40,-79,188.28
3350,35,40,-82,188.28
3351,35,40,-85,188.32
3352,35,40,-88,188.32
3353,35,40,-91,188.36
3354,35,40,-94,188.36
3355,35,40,-97,188.4
3356,35,40,-100,188.36
3357,35,40,-103,188.4
3358,35,40,-106,188.44
3359,35,40,-109,188.44
3360,35,40,-112,188.52
3361,35,40,-115,188.56
3362,35,40,-118,188.56
3363,35,40,-121,188.6
3364,35,40,-124,188.64
3365,35,40,-127,188.64
3366,35,40,-130,188.72
3367,35,40,-133,188.68
3368,35,40,-136,188.72
3369,35,40,-139,188.76
3370,35,40,-142,188.76
3371,35,40,-145,188.8
3372,35,40,-148,188.84
3373,35,40,-151,188.88
3374,35,40,-154,188.96
3375,35,40,-157,189.04
3376,35,40,-160,189.08
3377,35,40,-163,189.12
3378,35,40,-166,189.2
3379,35,40,-169,189.28
3380,35,40,-172,189.36
3381,35,40,-175,189.48
3382,35,40,-178,189.56
3383,35,40,-181,189.64
3384,35,40,-184,189.76
3385,35,40,-187,189.84
3386,35,40,-190,189.96
3387,35,40,-193,190.04
3388,35,40,-196,190.12
3389,35,40,-199,190.24
3390,35,40,-202,190.36
3391,35,40,-205,190.48
3392,35,40,-208,190.6
3393,35,40,-211,190.76
3394,35,40,-214,190.88
3395,35,40,-217,191.04
3396,35,40,-220,191.16
3397,35,40,-223,191.32
3398,35,40,-226,191.48
3399,35,40,-229,191.6
3400,35,40,-232,191.76
3401,35,40,-235,191.92
3402,35,40,-238,192.12
3403,35,40,-241,192.24
3404,35,40,-244,192.4
3405,35,40,-247,192.6
3406,35,40,-250,192.72
3407,35,40,-253,192.92
3408,35,40,-256,193.08
3409,35,40,-259,193.28
3410,35,40,-262,193.44
3411,35,40,-265,193.6
3412,35,40,-268,193.72
3413,35,40,-271,193.92
3414,35,40,-274,194.12
3415,35,40,-277,194.28
3416,35,40,-280,194.32
3417,35,40,-283,194.6
3418,35,40,-286,194.76
3419,35,40,-289,195
3420,35,40,-292,195.2
3421,35,40,-295,195.36
3422,35,40,-298,195.52
3423,35,40,-301,195.72
3424,35,40,-304,195.84
3425,35,40,-307,196
3426,35,40,-310,196.12
3427,35,40,-313,196.28
3428,35,40,-316,196.4
3429,35,40,-319,196.44
3430,35,40,-322,196.6
3431,35,40,-325,196.72
3432,35,40,-328,196.76
3433,35,40,-331,196.96
3434,35,40,-334,197.04
3435,35,40,-337,197.12
3436,35,40,-340,197.24
3437,35,40,-343,197.32
3438,35,40,-346,197.4
3439,35,40,-349,197.48
3440,35,40,-352,197.6
3441,35,40,-355,197.64
3442,35,60,-25,188.24
3443,35,60,-28,188.24
3444,35,60,-31,188.24
3445,35,60,-34,188.24
3446,35,60,-37,188.24
3447,35,60,-40,188.24
3448,35,60,-43,188.24
3449,35,60,-46,188.24
3450,35,60,-49,188.24
3451,35,60,-52,188.24
3452,35,60,-55,188.24
3453,35,60,-58,188.24
3454,35,60,-61,188.24
3455,35,60,-64,188.24
3456,35,60,-67,188.24
3457,35,60,-70,188.24
3458,35,60,-73,188.24
3459,35,60,-76,188.24
3460,35,60,-79,188.28
3461,35,60,-82,188.28
3462,35,60,-85,188.32
3463,35,60,-88,188.32
3464,35,60,-91,188.32
3465,35,60,-94,188.32
3466,35,60,-97,188.36
3467,35,60,-100,188.4
3468,35,60,-103,188.44
3469,35,60,-106,188.44
3470,35,60,-109,188.48
3471,35,60,-112,188.52
3472,35,60,-115,188.56
3473,35,60,-118,188.56
3474,35,60,-121,188.6
3475,35,60,-124,188.64
3476,35,60,-127,188.64
3477,35,60,-130,188.68
3478,35,60,-133,188.72
3479,35,60,-136,188.72
3480,35,60,-139,188.76
3481,35,60,-142,188.76
3482,35,60,-145,188.8
3483,35,60,-148,188.92
3484,35,60,-151,188.92
3485,35,60,-154,188.96
3486,35,60,-157,189.04
3487,35,60,-160,189.12
3488,35,60,-163,189.2
3489,35,60,-166,189.28
3490,35,60,-169,189.36
3491,35,60,-172,189.44
3492,35,60,-175,189.52
3493,35,60,-178,189.6
3494,35,60,-181,189.72
3495,35,60,-184,189.84
3496,35,60,-187,189.92
3497,35,60,-190,190
3498,35,60,-193,190.08
3499,35,60,-196,190.2
3500,35,60,-199,190.28
3501,35,60,-202,190.4
3502,35,60,-205,190.52
3503,35,60,-208,190.68
3504,35,60,-211,190.76
3505,35,60,-214,190.92
3506,35,60,-217,191.04
3507,35,60,-220,191.16
3508,35,60,-223,191.32
3509,35,60,-226,191.48
3510,35,60,-229,191.6
3511,35,60,-232,191.76
3512,35,60,-235,191.92
3513,35,60,-238,192.08
3514,35,60,-241,192.16
3515,35,60,-244,192.36
3516,35,60,-247,192.56
3517,35,60,-250,192.72
3518,35,60,-253,192.92
3519,35,60,-256,193.08
3520,35,60,-259,193.24
3521,35,60,-262,193.4
3522,35,60,-265,193.6
3523,35,60,-268,193.8
3524,35,60,-271,193.96
3525,35,60,-274,194.16
3526,35,60,-277,194.32
3527,35,60,-280,194.52
3528,35,60,-283,194.68
3529,35,60,-286,194.88
3530,35,60,-289,195.04
3531,35,60,-292,195.2
3532,35,60,-295,195.36
3533,35,60,-298,195.56
3534,35,60,-301,195.64
3535,35,60,-304,195.84
3536,35,60,-307,195.96
3537,35,60,-310,196.08
3538,35,60,-313,196.24
3539,35,60,-316,196.36
3540,35,60,-319,196.48
3541,35,60,-322,196.6
3542,35,60,-325,196.68
3543,35,60,-328,196.8
3544,35,60,-331,196.96
3545,35,60,-334,197.04
3546,35,60,-337,197.16
3547,35,60,-340,197.24
3548,35,60,-343,197.36
3549,35,60,-346,197.44
3550,35,60,-349,197.52
3551,35,60,-352,197.6
3552,35,60,-355,197.64
